# id	acronyms (comma-separated, primary first) — generated by build_rhythm_acronyms.py
ecg00001	1AVB
ecg19208	STC,AF
ecg19209	AF,LVQRSAL
ecg19210	AF,LVQRSAL
ecg19211	AF
ecg19212	TWC,AF
ecg19213	STTU,RWC,TWC,AF
ecg19214	BBB,AF
ecg19215	AF,LVQRSAL
ecg19216	STC,AF
ecg19217	TWC,AF
ecg19218	AF,LVQRSAL
ecg19219	STC,AF
ecg19220	TWC,AF
ecg19221	STC,AF
ecg19222	TWC,LVH,AF
ecg19223	UW,AF
ecg19224	STC,AF
ecg19225	STC,AF
ecg19226	STC,AF
ecg19227	STC,AF
ecg19228	STC,AF
ecg19229	AF
ecg19230	AF
ecg19231	STC,BRUG,AF
ecg19232	STC,QTIE,AF
ecg19233	STC,AF
ecg19234	AF
ecg19235	AF
ecg19236	TWC,QTIE,STC,AF
ecg19237	TWC,AF
ecg19238	AF,LVQRSAL
ecg19239	STC,RWC,AF
ecg19240	TWC,AF
ecg19241	TWC,AF
ecg19242	STC,AF
ecg19243	STC,AF
ecg19244	STC,AF
ecg19245	TWC,AF
ecg19246	STC,AF
ecg19247	TWC,IDC,AF
ecg19248	AF
ecg19249	TWC,AF
ecg19250	STC,AF
ecg19251	AF
ecg19252	AF
ecg19253	AF
ecg19254	AF
ecg19255	AF
ecg19256	STC,AF
ecg19257	AF
ecg19258	AF
ecg19259	STC,AF
ecg19260	AF
ecg19261	AF
ecg19262	TWC,AF
ecg19263	AF
ecg19264	STC,AF
ecg19265	TWC,LVH,AF
ecg19266	TWC,AF
ecg19267	TWC,AF
ecg19268	AF
ecg19269	AF
ecg19270	TWC,AF
ecg19271	STC,LVH,AF
ecg19272	STC,LVH,AF
ecg19273	TWC,AF
ecg19274	TWC,AF
ecg19275	AF
ecg19276	AF
ecg19277	AF
ecg19278	AF
ecg19279	STC,AF
ecg19280	STC,AF
ecg19281	AF
ecg19282	STC,AF
ecg19283	STC,AF
ecg19284	STC,AF
ecg19285	AF
ecg19286	STC,AF
ecg19287	AF
ecg19288	TWC,AF
ecg19289	STC,AF
ecg19290	AF
ecg19291	AF
ecg19292	STC,AF
ecg19293	AF
ecg19294	AF
ecg19295	STC,LVH,AF
ecg19296	AF
ecg19297	STC,AF
ecg19298	STC,LVH,AF
ecg19299	STC,AF
ecg19300	AF
ecg19301	AQW,TWC,AF
ecg19302	AF,LVH
ecg19303	AF
ecg19304	STC,AF
ecg19305	STC,AF
ecg19306	AF
ecg19307	STC,AF
ecg19308	AF
ecg19309	STC,LVQRSAL,AF
ecg19310	STC,LVQRSAL,AF
ecg19311	STC,AF
ecg19312	STC,AF
ecg19313	AF,LVH
ecg19314	STC,AF
ecg19315	TWC,AF
ecg19316	STC,AF
ecg19317	STC,LVH,AF
ecg19318	AF
ecg19319	STC,AF
ecg19320	STC,AF
ecg19321	STC,AF
ecg19322	STC,LVH,AF
ecg19323	STC,UW,LVH,AF
ecg19324	TWC,LVH,AF,UW
ecg19325	STC,LVH,AF
ecg19326	STC,AF
ecg19327	STC,AF
ecg19328	AF
ecg19329	TWC,AF
ecg19330	TWC,LVH,AF
ecg19331	AF
ecg19332	STC,AF
ecg19333	STC,LVH,AF
ecg19334	AF
ecg19335	TWC,AF
ecg19336	STC,RWC,AF
ecg19337	TWC,LVQRSAL,AF
ecg19338	STC,LVH,AF
ecg19339	AF
ecg19340	STC,LVH,AF
ecg19341	STC,AF
ecg19342	TWC,AF
ecg19343	AF
ecg19344	AF
ecg19345	TWC,RWC,AF
ecg19346	TWO,TWC,LVH,AF
ecg19347	STC,LVH,AF
ecg19348	STC,AF
ecg19349	AF
ecg19350	STC,AF
ecg19351	TWC,AF
ecg19352	STC,AF
ecg19353	AQW,STTU,AF,LVH,STC
ecg19354	TWC,AF
ecg19355	STC,AF
ecg19356	STC,AF
ecg19357	STC,AF
ecg19358	STC,QTIE,AF
ecg19359	AF
ecg19360	AF
ecg19361	MI,STTU,MI_LAT,AF,TWO,AQW,IDC,TWC
ecg19362	STC,AF
ecg19363	TWO,TWC,AF
ecg19364	TWO,TWC,AF
ecg19365	TWO,TWC,AF
ecg19366	TWC,AF
ecg19367	TWC,AF
ecg19368	TWC,AF
ecg19369	AF
ecg19370	STC,LVH,AF
ecg19371	TWO,AF,LVH,STDD,STC
ecg19372	TWO,STDD,AF
ecg19373	AF,LVH
ecg19374	AF
ecg19375	AF
ecg19376	STC,LVH,AF
ecg19377	TWC,AF
ecg19378	STC,AF
ecg19379	TWO,AF,LVH,STDD,STC
ecg19380	AF,LVH
ecg19381	AF,LVH
ecg19382	TWC,RWC,TWO,AF
ecg19383	AF
ecg19384	TWO,TWC,AF
ecg19385	STC,LVH,AF
ecg19386	STC,LVH,AF,STDD
ecg19387	STDD,LVH,STC,AF
ecg19388	TWC,RWC,LVQRSAL,AF
ecg19389	STDD,AF
ecg19390	AF
ecg19391	AF
ecg19392	AF
ecg19393	AF
ecg19394	AF
ecg19395	AF
ecg19396	AF
ecg19397	AF
ecg19398	TWC,AF
ecg19399	STDD,STC,AF
ecg19400	AF,LVH
ecg19401	TWC,AF
ecg19402	TWC,RWC,AF
ecg19403	STC,AF
ecg19404	TWC,AF
ecg19405	TWO,TWC,AF
ecg19406	TWC,AF,TWO
ecg19407	AF
ecg19408	STC,AF
ecg19409	TWO,TWC,AF
ecg19410	AQW,STTU,STC,AF
ecg19411	AF
ecg19412	AF
ecg19413	STDD,STC,AF
ecg19414	AF
ecg19415	STC,AF
ecg19416	TWO,AF
ecg19417	STDD,AF,TWO,LVH,STC
ecg19418	STC,LVH,AF
ecg19419	STC,AF
ecg19420	AF
ecg19421	STC,AF
ecg19422	TWC,AF
ecg19423	TWC,LVH,AF
ecg19424	AF
ecg19425	TWC,AF
ecg19426	TWC,AF
ecg19427	TWC,LVQRSAL,AF
ecg19428	AF
ecg19429	AF
ecg19430	TWO,STDD,STC,AF
ecg19431	TWC,STDD,STC,AF
ecg19432	TWC,AF
ecg19433	AF
ecg19434	AF
ecg19435	AF
ecg19436	AQW,STTU,AF,TWO,TWC
ecg19437	STC,AF
ecg19438	AF
ecg19439	TWO,STDD,STC,AF
ecg19440	STC,LVH,AF
ecg19441	STC,AF
ecg19442	STC,AF
ecg19443	AQW,STTU,TWC,AF
ecg19444	TWO,STDD,STC,AF
ecg19445	TWC,AF
ecg19446	AF
ecg19447	AF
ecg19448	AF
ecg19449	TWC,RVH,AF
ecg19450	TWO,STDD,LVH,AF
ecg19451	AF
ecg19452	AF
ecg19453	AF
ecg19454	AF
ecg19455	TWC,AF
ecg19456	AF
ecg19457	AF
ecg19458	TWC,AF
ecg19459	STC,LVH,AF
ecg19460	STC,LVH,AF
ecg19461	AF
ecg19462	AF,LVH
ecg19463	STC,AF,LVH
ecg19464	AF
ecg19465	TWO,LVH,AF
ecg19466	STC,AF
ecg19467	STC,LVH,AF
ecg19468	STC,AF
ecg19469	STC,LVH,AF
ecg19470	STC,LVH,AF
ecg19471	AF
ecg19472	STDD,AF,LVQRSAL,TWO,STC
ecg19473	TWC,STDD,STC,AF
ecg19474	AF
ecg19475	STC,LVH,AF
ecg19476	TWO,AF,LVH,STDD,STC
ecg19477	TWC,AF
ecg19478	STC,AF
ecg19479	STC,AF
ecg19480	AF
ecg19481	STC,LVH,AF
ecg19482	AF
ecg19483	AF
ecg19484	STC,AF
ecg19485	TWC,AF
ecg19486	STC,AF
ecg19487	STC,AF
ecg19488	TWC,AF
ecg19489	TWC,AF
ecg19490	AF
ecg19491	STC,AF
ecg19492	AF
ecg19493	AF
ecg19494	STC,LVH,AF
ecg19495	TWO,STDD,STC,AF
ecg19496	AF
ecg19497	AF
ecg19498	AF
ecg19499	TWC,AF
ecg19500	AF
ecg19501	TWO,STDD,STC,AF
ecg19502	TWC,RWC,TWO,AF
ecg19503	TWO,STDD,STC,AF
ecg19504	TWO,TWC,AF
ecg19505	AF,LVH
ecg19506	TWO,TWC,LVH,AF
ecg19507	AF
ecg19508	AQW,TWO,TWC,AF
ecg19509	TWC,LVQRSAL,AF
ecg19510	STC,AF
ecg19511	AF,LVQRSAL
ecg19512	AF
ecg19513	TWC,AF
ecg19514	AF
ecg19515	AF
ecg19516	TWC,LVQRSAL,AF
ecg19517	AF,RWC,LVH
ecg19518	TWC,AF
ecg19519	AF
ecg19520	TWC,AF
ecg19521	AF
ecg19522	STC,AF
ecg19523	TWO,TWC,AF
ecg19524	STC,LVH,AF
ecg19525	TWO,STC,AF
ecg19526	STC,LVH,AF
ecg19527	TWC,AF
ecg19528	TWC,LVQRSAL,AF
ecg19529	AF
ecg19530	AF
ecg19531	STC,LVQRSAL,AF
ecg19532	AF
ecg19533	AF,LVH
ecg19534	AF
ecg19535	AF
ecg19536	TWO,AF,LVH,STDD,STC
ecg19537	AF,LVH
ecg19538	STC,LVH,AF
ecg19539	AF
ecg19540	TWC,AF
ecg19541	TWC,AF
ecg19542	TWO,TWC,AF
ecg19543	AF
ecg19544	AF
ecg19545	TWC,STDD,STC,AF
ecg19546	TWC,AF
ecg19547	TWC,LVH,AF
ecg19548	AF
ecg19549	TWO,AF,LVH,STDD,STC
ecg19550	TWO,STDD,STC,AF
ecg19551	AF,LVH
ecg19552	STC,AF
ecg19553	STC,AF
ecg19554	STC,AF
ecg19555	TWC,AF
ecg19556	TWC,AF
ecg19557	TWC,AF,LVH
ecg19558	TWO,TWC,AF
ecg19559	STC,LVH,AF
ecg19560	TWC,AF
ecg19561	AF,LVH
ecg19562	TWC,AF
ecg19563	AQW,STC,AF
ecg19564	AQW,STC,AF
ecg19565	TWO,STDD,STC,AF
ecg19566	TWO,AF
ecg19567	AF,LVH
ecg19568	TWO,STC,AF
ecg19569	STC,RWC,AF
ecg19570	TWO,TWC,LVH,AF
ecg19571	AF,LVH
ecg19572	AF
ecg19573	AF,LVH
ecg19574	AF
ecg19575	TWO,LVH,STC,AF
ecg19576	AF
ecg19577	STC,AF
ecg19578	TWC,AF
ecg19579	STC,LVH,AF
ecg19580	AF
ecg19581	AF
ecg19582	AF
ecg19583	AF
ecg19584	STC,AF
ecg19585	TWC,AF
ecg19586	TWC,AF
ecg19587	AF
ecg19588	AF
ecg19589	TWO,AF,LVQRSAL
ecg19590	STDD,LVH,AF
ecg19591	AF
ecg19592	AF
ecg19593	TWO,TWC,LVH,AF
ecg19594	AF
ecg19595	AF
ecg19596	AF
ecg19597	TWO,STDD,STC,AF
ecg19598	TWO,TWC,AF
ecg19599	TWC,AF
ecg19600	AF
ecg19601	AF,LVQRSAL
ecg19602	TWO,TWC,AF
ecg19603	STC,AF
ecg19604	AF,LVH
ecg19605	TWO,AF,LVH,STDD,STC
ecg19606	AF
ecg19607	STTU,AF,TWO,TWC,LVH
ecg19608	TWC,AF
ecg19609	AF
ecg19610	TWC,AF
ecg19611	AF
ecg19612	AF
ecg19613	AF
ecg19614	TWC,QTIE,TWO,AF
ecg19615	STC,LVH,AF
ecg19616	TWO,AF,LVH,STDD,STC
ecg19617	AF
ecg19618	TWC,AF
ecg19619	AF
ecg19620	TWC,AF
ecg19621	STC,LVH,AF
ecg19622	STC,LVH,AF
ecg19623	TWC,AF
ecg19624	TWC,AF
ecg19625	TWC,AF
ecg19626	AF
ecg19627	IDC,APB
ecg19628	TWO,LVH,STDD,ARHY,STC
ecg19629	IDC,APB,LVH,ALS,ARHY
ecg19630	IDC,APB,ARHY
ecg19631	IDC,APB,ST,LVH,ALS,AT
ecg19632	IDC,AT,ST,APB
ecg19633	IDC,APB,ST,AJR
ecg19634	QTIE,APB,SB,IDC
ecg19635	STC,APB,ST,IDC,PVC
ecg19636	TWO,APB,LVH,SB,IDC,TWC
ecg19637	IDC,APB,SB
ecg19638	TWC,APB,QTIE,SB,IDC
ecg19639	IDC,APB,SB
ecg19640	TWO,APB,SB,IDC,TWC
ecg19641	IDC,APB,SB
ecg19642	TWO,APB,SB,IDC,TWC
ecg19643	TWC,APB,SB,IDC
ecg19644	IDC,APB,SB
ecg19645	IDC,APB,SB
ecg19646	STC,APB,LVH,SB,IDC
ecg19647	STC,APB,LVH,IDC,SA
ecg19648	TWO,APB,LAFB,SR,IDC,TWC
ecg19649	TWC,APB,SR,IDC
ecg19650	STC,APB,ST,IDC,RWC
ecg19651	TWC,APB,ST,LVH,IDC
ecg19652	TWC,APB,ST,LVH,IDC
ecg19653	IDC,APB,ST
ecg19654	IDC,APB,ST
ecg19655	STDD,APB,ST,TWO,IDC,STC
ecg19656	STC,APB,ST,IDC
ecg19657	IDC,APB,ST
ecg19658	TWC,APB,AEC,TWO
ecg19659	TWC,APB,ST,LVH,PVC
ecg19660	APB,ST,LVH,PVC
ecg19661	APB,RVH,ST,PVC
ecg19662	TWC,APB,ST,LVH,PVC
ecg19663	TWO,APB,SB,TWC
ecg19664	APB,SA
ecg19665	STC,APB,ST
ecg19666	TWC,APB,ST,TWO
ecg19667	APB,ST
ecg19668	TWC,APB,ST,IDC,AT,PVC
ecg19669	IDC,APB,ST,LVH,AT
ecg19670	STC,APB,IDC,SB,LVH
ecg19671	STC,APB,ST,IDC,BPAC
ecg19672	IDC,APB,ST
ecg19673	STTU,APB,ST,LVH,TWO,IDC,RWC,TWC
ecg19674	IDC,APB,ST
ecg19675	TWC,APB,ST
ecg19676	AQW,APB,LVQRSAL,ST,IDC,TWC,ALS,AT
ecg19677	AQW,APB,LAFB,LVQRSAL,ST,IDC
ecg19678	IDC,APB,ST,BPAC
ecg19679	TWC,APB,ARS,ST,CCR,BPAC
ecg19680	CLBBB,APB,ST,LVH,BPAC,ALS
ecg19681	APB,ARS,ST,LVH,BPAC,PVC
ecg19682	APB,SB,BPAC
ecg19683	STTU,APB,LVH,TWO,SB,TWC,SA,BPAC
ecg19684	STDD,APB,ST,TWO,TWC,STC,BPAC
ecg19685	TWC,APB,LVH,ARHY,AT
ecg19686	APB,SB,LVH,AT
ecg19687	STDD,APB,ST,TWO,IDC,AT,STC,BPAC
ecg19688	AQW,APB,CLBBB,AT,APACE
ecg19689	STTU,APB,LAFB,ST,TWO,AT,CLBBB
ecg19690	CRBBB,APB,ST,LVH,AT,PVC
ecg19691	CRBBB,APB,ST,AT,PVC
ecg19692	CRBBB,AT,ST,APB
ecg19693	TWC,RVH,APB,ST,AT,CRBBB
ecg19694	STDD,APB,CCR,BBB,ST,TWO,ALS,AT
ecg19695	STDD,RVH,APB,BBB,ST,TWO,ALS,AT
ecg19696	AT,ST,TPW,APB
ecg19697	STC,APB,ST,LVH,RWC,AT
ecg19698	TWC,APB,TPW,ST,AT
ecg19699	IDC,APB,ST,LVH,AT
ecg19700	TWC,APB,ST,LVH,AT
ecg19701	STDD,APB,ST,TWC,AT,STC
ecg19702	TWC,APB,TPW,ST,AT
ecg19703	TWC,APB,TPW,ST,AT
ecg19704	AT,ST,APB
ecg19705	CLBBB,APB,SB
ecg19706	CRBBB,APB,ST,LVQRSAL,ALS
ecg19707	CRBBB,APB,SR,BPAC
ecg19708	CRBBB,APB,SR,LVH
ecg19709	CRBBB,APB
ecg19710	APB,CCR,ST
ecg19711	IRBBB,APB,ERHY,LVH,SB,ALS
ecg19712	STDD,APB,RVH,ST,TWO,IRBBB
ecg19713	TWC,APB,BBB,RWC,SA
ecg19714	APB,SB,JEB,LVH
ecg19715	TWC,APB,SR,PVC
ecg19716	STTU,APB,ST,STDD,STC,PVC
ecg19717	STC,APB,ST,LVH,PVC
ecg19718	STC,APB,RBBB,SR,BPAC
ecg19719	TWC,APB,SB,BPAC
ecg19720	APB,SB,BPAC
ecg19721	QTIE,APB,SB,BPAC
ecg19722	APB,SB,BPAC
ecg19723	APB,SB,BPAC
ecg19724	AQW,APB,IDC,SB,BPAC
ecg19725	APB,SB
ecg19726	APB,SB
ecg19727	APB,SB,BPAC
ecg19728	APB,SB,LVH
ecg19729	TWC,APB,SB
ecg19730	APB,SB
ecg19731	APB,LVH,SA
ecg19732	APB,SA
ecg19733	TWC,APB,LVH,SA
ecg19734	TWC,APB,LVH,SR,BPAC
ecg19735	TWC,APB,SR
ecg19736	APB,SR,BPAC
ecg19737	STC,APB,ST,LVH
ecg19738	STC,APB,UW,ST
ecg19739	APB,ST,BPAC
ecg19740	TWC,APB,ST
ecg19741	APB,ST
ecg19742	AQW,APB,ST,LVH,STC
ecg19743	IDC,RWC,ST,APB
ecg19744	APB,ST,LVH
ecg19745	STC,APB,ST
ecg19746	APB,ST,BPAC
ecg19747	STC,APB,ST
ecg19748	APB,ST
ecg19749	APB,ST,LVQRSAL,TPW
ecg19750	APB,ST
ecg19751	STDD,APB,TWO,ARHY,AT,LVH,STC
ecg19752	TWC,APB,IRBBB,ARHY
ecg19753	STC,APB,LVH,ARHY,JEB
ecg19754	APB,ARHY,PVC
ecg19755	STTU,APB,LVH,ARHY,ERV
ecg19756	STC,APB,EAT
ecg19757	APB,ARHY
ecg19758	APB,EAT
ecg19759	APB,LVH,ARHY
ecg19760	AQW,APB,STTU,TWC,ARHY
ecg19761	APB,LVH,ARHY
ecg19762	STC,APB,ARHY
ecg19763	IDC,APB,TPW,ST,AT,CCR
ecg19764	IDC,APB,ST,AT,PVC
ecg19765	TWC,APB,IDC,SB,AT,SA
ecg19766	IDC,AT,ST,APB
ecg19767	IDC,AT,ST,APB
ecg19768	IDC,AT,ST,APB
ecg19769	STC,APB,ARS,ST,AT,CRBBB,CCR
ecg19770	CLBBB,APB,ST,AT,PVC
ecg19771	STC,APB,SR,AT,CRBBB,PVC
ecg19772	AQW,APB,SB,AT,CRBBB
ecg19773	STC,APB,ST,AT,CRBBB
ecg19774	AQW,APB,STTU,BBB,ST,LVQRSAL,AT,STC
ecg19775	STDD,APB,SPRI,JT,TWO,AT,STC
ecg19776	TWC,APB,ST,ALS,AT
ecg19777	APB,ST,LVQRSAL,AT,PVC
ecg19778	STC,APB,ARS,ST,AT,PVC
ecg19779	STDD,APB,ST,TWO,AT,LVH,STC,PVC
ecg19780	STDD,APB,SB,TWC,PPW,AT
ecg19781	AT,SB,APB
ecg19782	AT,SB,APB
ecg19783	AT,SB,APB
ecg19784	TWC,AT,SB,APB
ecg19785	TWO,APB,SB,TWC,AT,LVH
ecg19786	AT,SB,SA,APB
ecg19787	AT,SB,SA,APB
ecg19788	TWC,AT,SA,APB
ecg19789	AT,LVQRSAL,SA,APB
ecg19790	STDD,APB,TWO,SR,AT,STC
ecg19791	AT,SR,LVH,APB
ecg19792	STDD,APB,TWO,SR,AT
ecg19793	LAFB,AT,ST,APB
ecg19794	APB,AT,ST
ecg19795	AT,ST,APB
ecg19796	AT,RWC,ST,APB
ecg19797	AT,ST,LVQRSAL,APB
ecg19798	STC,APB,ST,LVH,AT
ecg19799	STC,APB,ST,LVH,AT
ecg19800	STC,AT,ST,APB
ecg19801	AT,ST,APB
ecg19802	AT,ST,APB
ecg19803	TWO,AT,ST,APB
ecg19804	AQW,APB,STTU,ST,TWC,AT
ecg19805	AT,ST,APB
ecg19806	AT,ST,APB
ecg19807	AT,ST,APB
ecg19808	AT,ST,APB
ecg19809	AT,ST,APB
ecg19810	STC,AT,ST,APB
ecg19811	AMI,STTU,APB,TWC,MI_LAT,ST,AT,STC
ecg19812	AT,ST,TPW,APB
ecg19813	STC,AT,ST,APB
ecg19814	AT,ST,APB
ecg19815	STC,APB,ST,LVH,AT
ecg19816	STC,APB,UW,ST,LVH,AT
ecg19817	STDD,APB,ST,LVH,TWO,AT,STC
ecg19818	AT,ST,LVQRSAL,APB
ecg19819	TWC,AT,ST,APB
ecg19820	STDD,APB,ST,TWO,IDC,AT,STC
ecg19821	TWC,APB,LAFB,SB,ALS,CRBBB,CCR
ecg19822	AQW,APB,BBB,ST,LVH,ALS,STC,CCR
ecg19823	MI_ANT,APB,STTU,LAFB,BBB,ST,CCR
ecg19824	APB,ST,ALS,CCR
ecg19825	TWC,APB,ARS,ST,RWC,CCR,PVC
ecg19826	APB,TPW,ARS,ST,RAH,CCR
ecg19827	TWO,APB,TPW,ARS,ST,TWC,CCR
ecg19828	TWO,APB,LAFB,SR,CCR
ecg19829	APB,ST,CCR
ecg19830	APB,ST,CCR
ecg19831	APB,ST,TPW,CCR
ecg19832	CLBBB,APB,LVQRSAL,ST,ALS,PVC
ecg19833	STTU,TWC,APB,ALS,ST,LVH,CLBBB
ecg19834	CLBBB,APB,ST,ALS
ecg19835	CLBBB,APB,ST,LVH
ecg19836	CLBBB,APB,ST,LVH
ecg19837	CLBBB,APB,ST,LVH
ecg19838	CLBBB,APB,RWC,ST
ecg19839	TWO,APB,LAFB,SB,TWC,JEB,CRBBB
ecg19840	CRBBB,APB,LVH,SB,ALS
ecg19841	CRBBB,APB,ST,ALS
ecg19842	CRBBB,APB,SR,PVC
ecg19843	TWC,APB,ST,CRBBB,PVC
ecg19844	CRBBB,APB,ST,PVC
ecg19845	TWO,APB,ARS,SB,TWC,CRBBB
ecg19846	LAFB,APB,LVQRSAL,SB,CRBBB
ecg19847	CRBBB,APB,SB
ecg19848	CRBBB,APB,SB
ecg19849	UW,SB,CRBBB,APB
ecg19850	CRBBB,APB,SB
ecg19851	CRBBB,APB,SB,LVH
ecg19852	CRBBB,SB,BPAC
ecg19853	CRBBB,SA,BPAC
ecg19854	CRBBB,APB,SA
ecg19855	CRBBB,APB,SR
ecg19856	CRBBB,APB,SR,LVH
ecg19857	CRBBB,APB,SR
ecg19858	TWC,APB,LAFB,ST,CRBBB
ecg19859	STTU,APB,RVH,LAFB,ST,CRBBB
ecg19860	TWC,APB,ST,LVH,CRBBB
ecg19861	AQW,APB,RVH,ST,TWC,CRBBB
ecg19862	TWC,APB,CRBBB,ST
ecg19863	CRBBB,APB,ST
ecg19864	TWO,APB,ST,TWC,CRBBB
ecg19865	CRBBB,APB,ST,LVH,PPW
ecg19866	AQW,APB,ST,LVQRSAL,CRBBB
ecg19867	CRBBB,APB,ST
ecg19868	AQW,APB,RVH,ST,CRBBB
ecg19869	CRBBB,APB,ST
ecg19870	TWC,APB,CRBBB,ST
ecg19871	TWC,APB,CCR,ARS,LVQRSAL,SR
ecg19872	STDD,APB,CCR,TWO,SB,LVH,STC
ecg19873	APB,CCR,SB
ecg19874	TWO,APB,CCR,SB,TWC
ecg19875	APB,CCR,SB
ecg19876	APB,CCR,SA
ecg19877	APB,CCR,SA
ecg19878	APB,CCR,SR
ecg19879	APB,CCR,SR
ecg19880	APB,CCR,ST
ecg19881	APB,ST,CCR,LVQRSAL
ecg19882	STC,APB,CCR,ST,LVQRSAL
ecg19883	TWO,APB,ARS,SR,TWC,IRBBB
ecg19884	IRBBB,APB,ARS,ST
ecg19885	STC,APB,SB,IRBBB,LVH
ecg19886	TWC,APB,RVH,ST,IRBBB
ecg19887	IRBBB,APB,ST,LVQRSAL
ecg19888	AQW,APB,RVH,ST,IRBBB
ecg19889	TWC,APB,ST,LVQRSAL,IRBBB
ecg19890	AQW,APB,BBB,SB,ALS,STC
ecg19891	TWO,APB,LAFB,BBB,ST,RWC,TWC,PVC
ecg19892	TWO,APB,BBB,ST,PWC,TWC,PVC
ecg19893	STDD,APB,BBB,TWO,SR,LVH,STC
ecg19894	STDD,APB,BBB,ST,TWO,LVH,STC
ecg19895	TWC,SB,ALS,JEB,BPAC
ecg19896	TWO,APB,SB,TWC,ALS,JEB
ecg19897	JEB,SB,APB
ecg19898	JEB,SB,APB
ecg19899	STDD,APB,TWO,SB,JEB,STC
ecg19900	TWC,APB,AVD,SB,JEB
ecg19901	JEB,SB,BPAC
ecg19902	TWC,JEB,SA,APB
ecg19903	QTIE,APB,LVQRSAL,SR,JEB
ecg19904	APB,SB,JPT
ecg19905	STC,APB,ST,JPT
ecg19906	STC,APB,ARS,ERHY
ecg19907	TWC,APB,LVH,JT
ecg19908	APB,JT
ecg19909	APB,JT
ecg19910	STC,APB,JT,QTIE,LVH
ecg19911	STTU,APB,ST,LAFB
ecg19912	STTU,APB,ST,LAFB
ecg19913	TWC,APB,RBBB,ST,LVH,ALS,PVC
ecg19914	STC,APB,ST,LVH,ALS,PVC
ecg19915	APB,ST,RWC,ALS,PVC
ecg19916	APB,SB,ALS
ecg19917	APB,SB,ALS
ecg19918	AQW,APB,SB,ALS
ecg19919	TWC,APB,TPW,SB,ALS
ecg19920	AQW,APB,SB,RWC,ALS
ecg19921	APB,SB,ALS
ecg19922	TWO,APB,SB,TWC,ALS
ecg19923	TWC,APB,SB,ALS
ecg19924	TWC,SB,ALS,APB
ecg19925	APB,SB,SA,ALS
ecg19926	APB,SA,ALS
ecg19927	APB,SA,ALS
ecg19928	APB,SR,ALS
ecg19929	APB,SR,ALS
ecg19930	APB,SR,ALS
ecg19931	TWC,APB,ST,ALS
ecg19932	APB,ST,ALS
ecg19933	STC,APB,ST,ALS,PPW
ecg19934	APB,ST,ALS
ecg19935	STC,APB,TPW,ST,ALS
ecg19936	APB,ST,ALS
ecg19937	AQW,APB,ST,LVQRSAL,TWC,ALS
ecg19938	APB,ST,ALS
ecg19939	TWC,APB,ST,ALS
ecg19940	APB,ST,ALS
ecg19941	MI,QTIE,MI_LAT,TWC,LVQRSAL,APB,ST,PVC,STDD,STC
ecg19942	QTIE,APB,SB
ecg19943	QTIE,SB,LVH,BPAC
ecg19944	QTIE,APB,SB,LVH
ecg19945	AMI,APB,STTU,QTIE,ST,LVQRSAL,TWO,AQW,TWC,PVC
ecg19946	MI_ANT,APB,STDD,TWO,SB,STC,SA
ecg19947	MI_ANT,APB,STTU,TWO,AQW,SB,TWC
ecg19948	AQW,STTU,TWC,LVQRSAL,APB,ST,AMI
ecg19949	AMI,APB,STTU,ST,TWO,RWC,TWC
ecg19950	APACE,APB
ecg19951	APACE,APB
ecg19952	TWC,APB,TPW,SB,APACE
ecg19953	APACE,APB,SB,SA
ecg19954	APACE,APB
ecg19955	APACE,APB
ecg19956	APACE,APB
ecg19957	APACE,APB,SR,SA
ecg19958	STC,APB,APACE
ecg19959	APACE,APB
ecg19960	APACE,APB
ecg19961	APACE,APB
ecg19962	STC,APB,LVH,APACE
ecg19963	APACE,APB
ecg19964	APACE,APB
ecg19965	APACE,APB
ecg19966	TWC,APB,RWC,APACE
ecg19967	APACE,APB,AT
ecg19968	APB,ST,PVC
ecg19969	STDD,APB,ARS,SR,TWC,PVC
ecg19970	APB,SB,VEB,PVC
ecg19971	AQW,APB,SB,PVC
ecg19972	APB,SB,PVC
ecg19973	APB,SB,LVH,PVC
ecg19974	STC,LVH,BPAC,SB,PVC
ecg19975	APB,SB,PVC
ecg19976	APB,SA,PVC
ecg19977	TWC,APB,LVH,SA,PVC
ecg19978	AQW,APB,RVH,PVT,SR,LAH,RAH,LVH,STC,PVC
ecg19979	QTIE,APB,PVT,LVH,SR,PVC
ecg19980	APB,SR,PVC
ecg19981	STC,APB,PVT,ST,PVC
ecg19982	BPAC,ST,LVQRSAL,RWC,PVC
ecg19983	APB,ST,PVC
ecg19984	TWC,APB,ST,PVC
ecg19985	STC,APB,ST,LVH,PVC
ecg19986	STC,APB,ST,LVH,PVC
ecg19987	APB,ST,PVC
ecg19988	TWC,APB,ST,LVH,PVC
ecg19989	STC,APB,ST,PVC
ecg19990	TWO,APB,ST,LVQRSAL,TWC,PVC
ecg19991	TWC,APB,ST,LVH,PVC
ecg19992	APB,ST,PVC
ecg19993	TWO,APB,ST,TWC,PVC
ecg19994	AQW,APB,ST,RWC,PVC
ecg19995	STC,APB,ST,LVH,PVC
ecg19996	APB,ST,PVC
ecg19997	TWC,APB,ST,PVC
ecg19998	STC,APB,ST,LVH,PVC
ecg19999	TWO,APB,ST,PVC
ecg20000	TWO,APB,ST,LVH,TWC,PVC
ecg20001	TWC,APB,ST,PVC
ecg20002	TWC,APB,PVT,QTIE,PVC
ecg20003	APB,PVC
ecg20004	RBBB,APB,SB,LVH
ecg20005	TWC,APB,RBBB,ST
